symbol,name,current_price,market_cap,pe_ratio,pb_ratio,roe,eps,book_value,beta,peg_ratio,roa,debt_to_equity,current_ratio,quick_ratio,revenue_growth,earnings_growth,operating_margin,net_margin,profit_margin,dividend_yield,volume,sector,market_cap_category,last_updated
NSE:ASIANPAINT-EQ,ASIAN PAINTS LIMITED,2357.8,35367.0,17.55,1.06,14.14,1000.17876,2224.3396226415093,1.34,2.4823196605374824,9.064102564102564,0.56,2.5,1.875,12.0,10.2,16.968,11.8776,11.8776,2.83,659872,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:THYROCARE-EQ,THYROCARE TECH LTD,1178.5,35355.0,13.1,1.51,15.75,556.8412500000001,780.4635761589404,1.04,1.6634920634920634,7.359813084112151,1.14,2.5,1.875,12.0,10.2,18.9,13.229999999999999,13.229999999999999,2.86,59546,Technology,large_cap,2025-10-04 10:06:04.782415
NSE:EBGNG-EQ,GNG ELECTRONICS LIMITED,353.3,35330.0,11.07,1.19,15.3,108.10979999999999,296.890756302521,1.41,1.4470588235294117,7.251184834123222,1.11,2.5,1.875,12.0,10.2,18.36,12.851999999999999,12.851999999999999,2.58,283037,Technology,large_cap,2025-10-04 06:58:20.133337
NSE:PATANJALI-EQ,PATANJALI FOODS LIMITED,588.45,35307.0,15.97,1.19,16.99,299.93296499999997,494.4957983193278,1.05,1.8799293702177755,7.793577981651376,1.18,2.5,1.875,12.0,10.2,20.387999999999998,14.271599999999998,14.271599999999998,3.32,730453,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:SAILIFE-EQ,SAI LIFE SCIENCES LIMITED,882.6,35304.0,13.42,2.19,16.63,293.55276,403.013698630137,1.31,1.613950691521347,10.59235668789809,0.57,2.5,1.875,12.0,10.2,19.956,13.969199999999999,13.969199999999999,3.37,454978,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:MINDACORP-EQ,MINDA CORPORATION LTD,588.3,35298.0,13.93,2.38,14.81,261.38169,247.1848739495798,1.04,1.8811613774476703,6.6711711711711725,1.22,1.5,1.125,8.0,6.8,11.848,8.2936,8.2936,3.12,1250916,Others,large_cap,2025-10-04 05:21:33.267226
NSE:TEAMLEASE-EQ,TEAMLEASE SERVICES LTD.,1763.8,35276.0,19.64,2.36,13.8,486.8088000000001,747.3728813559322,1.17,2.8463768115942027,7.931034482758621,0.74,2.0,1.5,8.0,6.8,11.040000000000001,7.728,7.728,3.0,9654,Others,large_cap,2025-10-04 19:06:26.751735
NSE:BANSALWIRE-EQ,BANSAL WIRE INDUSTRIES L,352.2,35220.0,18.13,1.62,12.4,87.34559999999999,217.4074074074074,1.38,2.9241935483870964,6.526315789473685,0.9,2.0,1.5,8.0,6.8,9.920000000000002,6.944000000000001,6.944000000000001,3.19,236567,Others,large_cap,2025-10-04 19:06:24.725363
NSE:MAITHANALL-EQ,MAITHAN ALLOYS LTD,1173.6,35208.0,18.52,5.63,21.41,753.80328,208.45470692717583,1.36,1.7300326950023353,16.99206349206349,0.26,2.5,1.875,12.0,10.2,25.692,17.984399999999997,17.984399999999997,1.07,58397,Technology,large_cap,2025-10-04 10:06:04.874953
NSE:CARYSIL-EQ,CARYSIL LIMITED,879.75,35190.0,16.2,1.78,15.97,280.99215000000004,494.2415730337079,1.25,2.028804007514089,7.259090909090909,1.2,2.5,1.875,12.0,10.2,19.164,13.4148,13.4148,2.23,149990,Technology,large_cap,2025-10-04 06:58:22.264099
NSE:HPL-EQ,HPL ELECTRIC & POWER LTD,468.65,35148.75,12.91,2.04,15.88,111.63243,229.73039215686273,1.21,1.6259445843828715,10.51655629139073,0.51,2.0,1.5,8.0,6.8,9.528,6.6696,6.6696,1.74,77868,Energy,large_cap,2025-10-07 15:17:44.471583
NSE:TORNTPHARM-EQ,TORRENT PHARMACEUTICALS L,3514.7,35147.0,26.05,2.56,13.09,920.14846,1372.9296875,1.05,3.9801375095492744,10.472,0.25,2.0,1.5,8.0,6.8,14.399000000000001,10.0793,10.0793,1.57,382209,Pharmaceutical,large_cap,2025-10-04 05:21:33.267226
NSE:DYNAMATECH-EQ,DYNAMATIC TECHNOLOGIES,7020.5,35102.5,19.75,1.96,13.81,969.5310499999999,3581.887755102041,1.41,2.8602461984069514,6.769607843137255,1.04,2.5,1.875,12.0,10.2,16.572,11.600399999999999,11.600399999999999,2.26,27993,Technology,large_cap,2025-10-04 10:06:07.436873
NSE:EPIGRAL-EQ,EPIGRAL LIMITED,1753.7,35074.0,15.77,1.31,12.7,445.4398,1338.7022900763359,1.48,2.483464566929134,5.962441314553991,1.13,2.5,1.875,12.0,10.2,15.239999999999998,10.667999999999997,10.667999999999997,3.33,17488,Technology,large_cap,2025-10-04 19:06:25.852364
NSE:HUDCO-EQ,HSG & URBAN DEV CORPN LTD,233.79,35068.5,17.96,2.14,13.3,93.28221000000002,109.24766355140186,0.5,2.700751879699248,8.692810457516341,0.53,2.0,1.5,8.0,6.8,10.64,7.4479999999999995,7.4479999999999995,3.14,5360460,Others,large_cap,2025-10-04 05:21:33.337680
NSE:COHANCE-EQ,COHANCE LIFESCIENCES LTD,875.7,35028.0,19.37,2.52,11.84,207.36576,347.5,1.03,3.2719594594594597,5.692307692307692,1.08,1.5,1.125,8.0,6.8,9.472,6.630399999999999,6.630399999999999,3.47,222399,Others,large_cap,2025-10-04 06:58:20.945102
NSE:APOLLOPIPE-EQ,APOLLO PIPES LIMITED,349.95,34995.0,16.62,1.55,16.58,116.04341999999998,225.77419354838707,1.12,2.0048250904704465,7.675925925925925,1.16,2.5,1.875,12.0,10.2,19.895999999999997,13.927199999999997,13.927199999999997,3.08,122473,Technology,large_cap,2025-10-04 06:58:23.091874
NSE:TRIVENI-EQ,TRIVENI ENGG. & INDS. LTD,349.7,34970.0,14.8,1.14,13.54,94.69876000000001,306.7543859649123,1.41,2.186115214180207,7.91812865497076,0.71,2.0,1.5,8.0,6.8,10.832,7.5824,7.5824,2.4,192035,Others,large_cap,2025-10-04 10:06:03.135226
NSE:RAYMONDLSL-EQ,RAYMOND LIFESTYLE LIMITED,1163.9,34917.0,16.12,2.16,14.72,513.97824,538.8425925925926,1.29,2.1902173913043477,6.6909090909090905,1.2,2.5,1.875,12.0,10.2,17.664,12.3648,12.3648,2.09,67133,Technology,large_cap,2025-10-04 10:06:04.437192
NSE:SENCO-EQ,SENCO GOLD LIMITED,349.05,34905.0,9.58,1.48,16.38,114.34878,235.8445945945946,1.33,1.1697191697191698,8.19,1.0,2.5,1.875,12.0,10.2,19.656,13.759199999999998,13.759199999999998,3.49,473889,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:DDEVPLSTIK-EQ,DDEV PLASTIKS IND LTD,347.6,34760.0,10.39,1.65,19.01,132.15752000000003,210.66666666666669,1.04,1.0931088900578643,10.275675675675677,0.85,2.0,1.5,8.0,6.8,15.208000000000002,10.6456,10.6456,3.29,110859,Others,large_cap,2025-10-04 06:58:23.413583
NSE:LICHSGFIN-EQ,LIC HOUSING FINANCE LTD,578.45,34707.0,18.02,1.89,18.42,319.65147,306.0582010582011,1.13,1.9565689467969596,9.494845360824744,0.94,1.1,0.8250000000000001,8.0,6.8,5.526000000000001,3.8682000000000003,3.8682000000000003,2.35,863724,Banking,large_cap,2025-10-04 05:21:33.267226
NSE:RAMCOIND-EQ,RAMCO INDUSTRIES LIMITED,346.7,34670.0,16.11,2.37,15.14,104.98076,146.28691983122363,1.5,2.128137384412153,7.685279187817259,0.97,2.5,1.875,12.0,10.2,18.168,12.7176,12.7176,2.84,222835,Technology,large_cap,2025-10-07 19:29:32.960988
NSE:SUNTV-EQ,SUN TV NETWORK LIMITED,577.8,34668.0,9.03,2.32,14.34,248.56956,249.05172413793105,1.23,1.2594142259414225,7.206030150753769,0.99,2.5,1.875,12.0,10.2,17.208,12.045599999999999,12.045599999999999,3.37,3114952,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:SARDAEN-EQ,SARDA ENERGY & MIN LTD,577.5,34650.0,14.49,1.26,15.23,263.85974999999996,458.3333333333333,1.07,1.902823374917925,8.368131868131869,0.82,2.0,1.5,8.0,6.8,9.138,6.396599999999999,6.396599999999999,2.48,1280325,Energy,large_cap,2025-10-04 05:21:33.267226
NSE:JCHAC-EQ,JOHNSON CONTROLS HITACHI,1730.4,34608.0,9.36,1.88,18.72,647.86176,920.4255319148937,1.39,1.0,10.173913043478262,0.84,2.5,1.875,12.0,10.2,22.464,15.724799999999998,15.724799999999998,2.76,26085,Technology,large_cap,2025-10-04 19:06:25.198980
NSE:AMBUJACEM-EQ,AMBUJA CEMENTS LTD,576.15,34569.0,10.49,1.08,13.8,238.52609999999999,533.4722222222222,1.28,1.5202898550724637,6.160714285714286,1.24,1.5,1.125,8.0,6.8,11.040000000000001,7.728,7.728,2.52,2062648,Others,large_cap,2025-10-04 05:21:33.267226
NSE:WELCORP-EQ,WELSPUN CORP LIMITED,864.15,34566.0,18.11,1.54,12.22,211.19826000000003,561.1363636363636,1.24,2.963993453355155,7.54320987654321,0.62,2.5,1.875,12.0,10.2,14.664,10.2648,10.2648,2.94,234729,Technology,large_cap,2025-10-04 10:06:03.052834
NSE:IFBIND-EQ,IFB INDUSTRIES LTD,1727.6,34552.0,9.7,2.46,18.74,647.50448,702.2764227642276,1.44,1.0352187833511206,8.328888888888889,1.25,1.5,1.125,8.0,6.8,14.991999999999999,10.494399999999999,10.494399999999999,2.58,29543,Others,large_cap,2025-10-04 19:06:25.192140
NSE:JKLAKSHMI-EQ,JK LAKSHMI CEMENT LTD,862.9,34516.0,15.27,2.3,14.37,247.99746,375.1739130434783,1.26,2.125260960334029,6.472972972972974,1.22,1.5,1.125,8.0,6.8,11.496,8.0472,8.0472,2.58,173643,Others,large_cap,2025-10-04 06:58:21.680499
NSE:HINDWAREAP-EQ,HINDWARE HME INOVATON LTD,344.6,34460.0,19.75,1.13,16.67,114.88964000000001,304.9557522123894,1.35,2.3695260947810435,7.682027649769586,1.17,1.5,1.125,8.0,6.8,13.336000000000002,9.3352,9.3352,2.34,252651,Others,large_cap,2025-10-04 19:06:24.707138
NSE:MON100-EQ,MOTILAL OS NASDAQ100 ETF,229.61,34441.5,10.38,2.26,12.87,88.65242099999999,101.59734513274338,1.13,1.6130536130536133,7.706586826347305,0.67,2.0,1.5,8.0,6.8,10.296,7.207199999999999,7.207199999999999,2.38,1586437,Others,large_cap,2025-10-04 05:21:33.267226
NSE:BANKBEES-EQ,NIP IND ETF BANK BEES,573.3,34398.0,15.08,1.31,13.38,230.12262,437.6335877862595,1.49,2.2541106128550075,8.415094339622643,0.59,1.1,0.8250000000000001,8.0,6.8,4.014,2.8098,2.8098,2.56,560323,Banking,large_cap,2025-10-04 05:21:33.267226
NSE:SIS-EQ,SIS LIMITED,343.3,34330.0,13.86,1.02,18.68,128.25688,336.5686274509804,1.16,1.4839400428265523,10.988235294117647,0.7,2.5,1.875,12.0,10.2,22.416,15.691199999999998,15.691199999999998,2.51,146015,Technology,large_cap,2025-10-04 06:58:22.344307
NSE:SCI-EQ,SHIPPING CORP OF INDIA LT,228.61,34291.5,14.08,2.32,15.7,107.67531,98.53879310344828,1.2,1.7936305732484077,7.168949771689498,1.19,1.5,1.125,8.0,6.8,12.56,8.792,8.792,3.28,3180549,Others,large_cap,2025-10-04 05:21:33.267226
NSE:GODFRYPHLP-EQ,GODFREY PHILLIPS INDIA LT,3425.4,34254.0,11.56,1.63,12.85,880.3277999999998,2101.472392638037,1.42,1.7992217898832685,6.330049261083743,1.03,1.5,1.125,8.0,6.8,10.280000000000001,7.196000000000001,7.196000000000001,2.47,445652,Others,large_cap,2025-10-04 10:06:02.856008
NSE:SCHNEIDER-EQ,SCHNEIDER ELECTRIC INFRA,855.7,34228.0,12.47,1.91,12.88,220.42831999999999,448.01047120418855,1.23,1.936335403726708,6.222222222222221,1.07,1.5,1.125,8.0,6.8,10.304000000000002,7.2128000000000005,7.2128000000000005,3.03,219264,Others,large_cap,2025-10-04 06:58:21.003862
NSE:KEC-EQ,KEC INTL. LIMITED,854.55,34182.0,17.28,2.2,13.69,233.97578999999996,388.43181818181813,1.22,2.5244704163623086,8.052941176470588,0.7,2.5,1.875,12.0,10.2,16.427999999999997,11.499599999999997,11.499599999999997,2.05,315588,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:PRINCEPIPE-EQ,PRINCE PIPES FITTINGS LTD,340.95,34095.0,15.56,2.35,17.0,115.92299999999999,145.08510638297872,1.18,1.8305882352941176,10.179640718562874,0.67,2.5,1.875,12.0,10.2,20.4,14.279999999999998,14.279999999999998,2.32,376140,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:SUNCLAY-EQ,SUNDARAM CLAYTON LIMITED,1702.9,34058.0,17.07,2.39,18.61,633.81938,712.510460251046,1.07,1.8344975819451907,10.05945945945946,0.85,2.5,1.875,12.0,10.2,22.331999999999997,15.632399999999997,15.632399999999997,2.19,5032,Technology,large_cap,2025-10-04 19:06:27.365279
NSE:SHARDACROP-EQ,SHARDA CROPCHEM LTD.,850.85,34034.0,17.48,2.47,18.88,321.28095999999994,344.4736842105263,1.41,1.8516949152542375,9.833333333333334,0.92,2.0,1.5,8.0,6.8,15.104,10.572799999999999,10.572799999999999,2.58,198816,Others,large_cap,2025-10-04 06:58:21.353463
NSE:SPLPETRO-EQ,SUPREME PETROCHEM LIMITED,847.2,33888.0,18.59,1.48,13.47,228.23568,572.4324324324325,1.45,2.7602078693392724,7.241935483870969,0.86,2.5,1.875,12.0,10.2,16.164,11.3148,11.3148,2.33,272501,Technology,large_cap,2025-10-08 03:24:47.228251
NSE:CRAFTSMAN-EQ,CRAFTSMAN AUTOMATION LTD,6773.5,33867.5,16.72,2.65,15.84,1072.9224,2556.037735849057,1.5,2.111111111111111,11.820895522388058,0.34,2.5,1.875,8.0,6.8,11.088,7.761599999999999,7.761599999999999,1.94,7130,Automobile,large_cap,2025-10-04 19:06:27.056394
NSE:RANEHOLDIN-EQ,RANE HOLDINGS LIMITED,1691.5,33830.0,17.53,1.19,17.58,594.7313999999999,1421.4285714285716,1.3,1.9943117178612062,10.045714285714284,0.75,2.5,1.875,12.0,10.2,21.095999999999997,14.767199999999997,14.767199999999997,2.62,21737,Technology,large_cap,2025-10-04 19:06:25.540014
NSE:HIRECT-EQ,HIND RECTIFIER LIMITED,1691.1,33822.0,18.1,1.21,17.28,584.44416,1397.603305785124,1.16,2.0949074074074074,10.666666666666666,0.62,2.5,1.875,12.0,10.2,20.736,14.5152,14.5152,3.18,17993,Technology,large_cap,2025-10-04 19:06:25.811384
NSE:DALBHARAT-EQ,DALMIA BHARAT LIMITED,2253.7,33805.5,17.79,2.44,14.82,1001.99502,923.6475409836065,1.4,2.40080971659919,8.87425149700599,0.67,2.5,1.875,12.0,10.2,17.784,12.448799999999999,12.448799999999999,2.35,631378,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:ENRIN-EQ,SIEMENS ENERGY INDIA LTD,3357.7,33577.0,13.11,2.45,14.0,940.156,1370.4897959183672,1.03,1.8728571428571428,8.860759493670885,0.58,2.0,1.5,8.0,6.8,8.4,5.88,5.88,3.17,363956,Energy,large_cap,2025-10-04 05:21:33.267226
NSE:BBOX-EQ,BLACK BOX LIMITED,558.85,33531.0,18.21,2.19,16.48,276.29544,255.1826484018265,1.44,2.2099514563106797,9.206703910614525,0.79,2.5,1.875,12.0,10.2,19.776,13.8432,13.8432,2.37,618352,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:GRANULES-EQ,GRANULES INDIA LIMITED,557.3,33438.0,13.04,2.46,19.6,327.6924,226.54471544715446,1.39,1.330612244897959,9.03225806451613,1.17,2.5,1.875,12.0,10.2,23.52,16.464,16.464,2.58,2387039,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:V2RETAIL-EQ,V2 RETAIL LIMITED,2222.9,33343.5,13.69,2.58,18.3,1220.3721,861.5891472868217,1.46,1.4961748633879781,8.55140186915888,1.14,2.5,1.875,12.0,10.2,21.96,15.372,15.372,2.35,566959,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:GRAPHITE-EQ,GRAPHITE INDIA LTD,555.15,33309.0,16.82,2.54,22.0,366.399,218.56299212598424,1.43,1.529090909090909,19.469026548672566,0.13,2.5,1.875,12.0,10.2,26.4,18.479999999999997,18.479999999999997,1.34,545443,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:GVPIL-EQ,GE POWER INDIA LIMITED,332.95,33295.0,12.36,1.52,13.29,88.49811,219.04605263157893,1.17,1.8600451467268624,6.358851674641149,1.09,2.5,1.875,12.0,10.2,15.947999999999999,11.163599999999999,11.163599999999999,2.08,123164,Technology,large_cap,2025-10-04 06:58:23.042465
NSE:STAR-EQ,STRIDES PHARMA SCI LTD,832.35,33294.0,16.88,4.25,15.44,257.02968,195.8470588235294,0.75,2.186528497409326,10.157894736842104,0.52,2.0,1.5,8.0,6.8,16.984,11.8888,11.8888,1.99,180384,Pharmaceutical,large_cap,2025-10-04 06:58:21.578829
NSE:COLPAL-EQ,COLGATE PALMOLIVE LTD.,2213.9,33208.5,15.0,1.8,19.93,1323.69081,1229.9444444444446,1.08,1.5052684395383844,10.434554973821989,0.91,2.0,1.5,8.0,6.8,15.944,11.1608,11.1608,3.08,941401,Others,large_cap,2025-10-04 05:21:33.267226
NSE:ABDL-EQ,ALLIED BLEND N DISTILS L,553.0,33180.0,9.3,1.79,13.66,226.61939999999998,308.9385474860335,1.16,1.361639824304539,6.294930875576037,1.17,1.5,1.125,8.0,6.8,10.928,7.6496,7.6496,2.64,734643,Others,large_cap,2025-10-04 05:21:33.267226
NSE:NATIONALUM-EQ,NATIONAL ALUMINIUM CO LTD,221.16,33174.0,17.05,1.63,12.93,85.78796399999999,135.68098159509202,1.32,2.637277648878577,7.143646408839778,0.81,2.0,1.5,8.0,6.8,10.344000000000001,7.2408,7.2408,3.32,25070995,Others,large_cap,2025-10-04 05:21:33.267226
NSE:MANGCHEFER-EQ,MANG.CHEM.FERT.LTD,331.7,33170.0,18.82,1.56,19.53,129.56202000000002,212.6282051282051,1.22,1.9272913466461852,9.964285714285715,0.96,2.0,1.5,8.0,6.8,15.624000000000002,10.936800000000002,10.936800000000002,3.16,150335,Others,large_cap,2025-10-07 15:58:29.444417
NSE:KRN-EQ,KRN HEAT EXCHANGE N REF L,828.65,33146.0,12.45,1.43,17.69,293.17637,579.4755244755245,1.1,1.407574901074053,9.562162162162162,0.85,2.0,1.5,8.0,6.8,14.152000000000001,9.9064,9.9064,3.12,152521,Others,large_cap,2025-10-04 06:58:22.173585
NSE:FINCABLES-EQ,FINOLEX CABLES LTD,827.85,33114.0,12.67,1.96,14.39,238.25523000000004,422.37244897959187,1.09,1.7609451007644197,9.050314465408807,0.59,2.0,1.5,8.0,6.8,11.512,8.0584,8.0584,2.32,100898,Others,large_cap,2025-10-04 06:58:23.759209
NSE:MID150BEES-EQ,NIP IND ETF MIDCAP 150,220.73,33109.5,14.81,1.16,19.73,130.650087,190.2844827586207,1.37,1.5012671059300557,9.62439024390244,1.05,1.5,1.125,8.0,6.8,15.784,11.0488,11.0488,2.2,1150053,Others,large_cap,2025-10-04 05:21:33.267226
NSE:GKWLIMITED-EQ,GKW LIMITED,1655.0,33100.0,25.79,5.07,17.47,578.257,326.42998027613413,1.52,2.952489982827705,12.94074074074074,0.35,2.5,1.875,12.0,10.2,20.964,14.674799999999998,14.674799999999998,0.98,58,Technology,large_cap,2025-10-05 08:24:35.201413
NSE:RKFORGE-EQ,RAMKRISHNA FORGINGS LTD,551.65,33099.0,10.59,2.44,16.34,270.41883,226.0860655737705,1.37,1.2962056303549572,9.555555555555555,0.71,2.0,1.5,8.0,6.8,13.072000000000001,9.1504,9.1504,2.06,693698,Others,large_cap,2025-10-04 05:21:33.267226
NSE:TIMETECHNO-EQ,TIME TECHNOPLAST LTD.,220.63,33094.5,9.83,1.74,14.73,97.496397,126.79885057471265,1.18,1.3346911065852003,9.322784810126581,0.58,2.5,1.875,12.0,10.2,17.676,12.373199999999999,12.373199999999999,2.89,1005428,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:SUNDARMFIN-EQ,SUNDARAM FINANCE LTD,4412.4,33093.0,17.33,1.58,12.58,832.61988,2792.658227848101,1.17,2.7551669316375196,6.9502762430939224,0.81,1.1,0.8250000000000001,8.0,6.8,3.774,2.6418,2.6418,2.33,67610,Banking,large_cap,2025-10-04 10:06:04.419608
NSE:AARTIPHARM-EQ,AARTI PHARMALABS LIMITED,826.9,33076.0,12.24,1.38,17.46,288.75348,599.2028985507246,1.24,1.402061855670103,7.72566371681416,1.26,2.5,1.875,12.0,10.2,20.952,14.6664,14.6664,2.59,244470,Technology,large_cap,2025-10-04 10:06:03.030907
NSE:LAXMIDENTL-EQ,LAXMI DENTAL LIMITED,329.85,32985.0,15.35,1.71,15.29,100.86813000000001,192.8947368421053,1.45,2.007848266841073,7.013761467889909,1.18,2.5,1.875,12.0,10.2,18.348,12.843599999999999,12.843599999999999,2.0,133519,Technology,large_cap,2025-10-04 06:58:22.735957
NSE:YASHO-EQ,YASHO INDUSTRIES LIMITED,1648.8,32976.0,10.31,1.88,19.14,631.1606400000001,877.0212765957447,1.26,1.0773249738766981,9.157894736842106,1.09,2.5,1.875,12.0,10.2,22.968,16.0776,16.0776,2.31,7860,Technology,large_cap,2025-10-04 19:06:26.983625
NSE:SHAKTIPUMP-EQ,SHAKTI PUMPS (I) LTD,822.7,32908.0,15.38,2.48,17.21,283.17334,331.73387096774195,1.0,1.7873329459616503,10.49390243902439,0.64,2.0,1.5,8.0,6.8,13.768,9.637599999999999,9.637599999999999,2.83,208469,Others,large_cap,2025-10-05 08:24:34.216049
NSE:NATCOPHARM-EQ,NATCO PHARMA LTD.,822.55,32902.0,18.2,3.15,18.74,308.29174,261.1269841269841,0.99,1.9423692636072574,12.328947368421051,0.52,2.0,1.5,8.0,6.8,20.614,14.4298,14.4298,1.07,331044,Pharmaceutical,large_cap,2025-10-04 05:21:33.267226
NSE:CEMPRO-EQ,CEMINDIA PROJECTS LIMITED,819.3,32772.0,16.01,2.04,17.01,278.72586000000007,401.6176470588235,1.48,1.8824221046443268,9.244565217391306,0.84,2.5,1.875,12.0,10.2,20.412000000000003,14.288400000000001,14.288400000000001,3.18,263229,Technology,large_cap,2025-10-07 19:29:32.948170
NSE:ITCHOTELS-EQ,ITC HOTELS LIMITED,218.45,32767.5,27.76,5.37,24.62,161.34716999999998,40.67970204841713,1.62,2.255077173030057,18.651515151515152,0.32,2.5,1.875,12.0,10.2,29.544,20.680799999999998,20.680799999999998,1.43,5627776,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:CYIENTDLM-EQ,CYIENT DLM LIMITED,436.65,32748.75,17.41,1.72,18.05,118.2229875,253.86627906976744,1.02,1.9290858725761773,8.317972350230415,1.17,2.5,1.875,12.0,10.2,21.66,15.161999999999999,15.161999999999999,2.26,77061,Technology,large_cap,2025-10-05 08:24:34.287382
NSE:BERGEPAINT-EQ,BERGER PAINTS (I) LTD,542.6,32556.0,14.09,2.26,14.69,239.12381999999997,240.08849557522126,1.27,1.9183117767188564,8.252808988764045,0.78,2.0,1.5,8.0,6.8,11.752,8.2264,8.2264,2.43,907288,Others,large_cap,2025-10-04 05:21:33.267226
NSE:GREAVESCOT-EQ,GREAVES COTTON LTD.,217.04,32556.0,13.05,1.2,13.42,87.380304,180.86666666666667,1.29,1.9448584202682564,7.894117647058824,0.7,2.0,1.5,8.0,6.8,10.736,7.5152,7.5152,2.27,991315,Others,large_cap,2025-10-04 05:21:33.267226
NSE:ABSLAMC-EQ,ADIT BIRL SUN LIF AMC LTD,813.85,32554.0,9.74,2.06,13.76,223.97152,395.0728155339806,1.36,1.4156976744186047,7.056410256410256,0.95,2.5,1.875,12.0,10.2,16.512,11.558399999999999,11.558399999999999,3.2,139799,Technology,large_cap,2025-10-04 06:58:22.526904
NSE:GSPL-EQ,GUJARAT STATE PETRO LTD,325.35,32535.0,15.29,1.8,19.52,127.01664,180.75,1.2,1.5665983606557377,9.76,1.0,1.5,1.125,8.0,6.8,15.616,10.931199999999999,10.931199999999999,3.35,462121,Others,large_cap,2025-10-04 05:21:33.267226
NSE:BFUTILITIE-EQ,BF UTILITIES LIMITED,813.2,32528.0,37.84,6.18,17.4,282.99359999999996,131.58576051779937,1.57,4.349425287356323,12.888888888888888,0.35,2.5,1.875,12.0,10.2,20.88,14.615999999999998,14.615999999999998,1.78,201971,Technology,large_cap,2025-10-04 06:58:21.283281
NSE:DECCANCE-EQ,DECCAN CEMENTS LIMITED,1081.6,32448.0,16.94,2.21,15.03,487.69344,489.4117647058823,1.32,2.2541583499667333,7.869109947643978,0.91,2.5,1.875,12.0,10.2,18.035999999999998,12.625199999999998,12.625199999999998,2.21,54604,Technology,large_cap,2025-10-04 19:06:25.005891
NSE:BELLACASA-EQ,BELLA CASA FASH AND RET L,431.95,32396.25,13.25,1.44,15.77,102.17777249999999,299.96527777777777,1.36,1.680405833861763,7.545454545454546,1.09,1.5,1.125,8.0,6.8,12.616,8.831199999999999,8.831199999999999,2.74,57677,Others,large_cap,2025-10-04 10:06:04.968559
NSE:JSWENERGY-EQ,JSW ENERGY LIMITED,539.9,32394.0,9.76,2.15,10.59,171.52623,251.11627906976744,1.21,1.8432483474976393,7.844444444444444,0.35,2.5,1.875,12.0,10.2,12.708,8.8956,8.8956,2.27,1851581,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:CUB-EQ,CITY UNION BANK LTD,215.34,32301.0,14.71,1.27,15.91,102.781782,169.55905511811022,1.21,1.8491514770584538,9.52694610778443,0.67,1.1,0.8250000000000001,8.0,6.8,4.773,3.3410999999999995,3.3410999999999995,2.28,1627940,Banking,large_cap,2025-10-04 05:21:33.267226
NSE:KAMATHOTEL-EQ,KAMAT HOTELS (I) LTD,322.9,32290.0,13.41,1.3,17.88,115.46903999999999,248.38461538461536,1.29,1.5,9.51063829787234,0.88,2.0,1.5,8.0,6.8,14.304,10.0128,10.0128,2.73,136550,Others,large_cap,2025-10-04 06:58:22.604663
NSE:LXCHEM-EQ,LAXMI ORGANIC INDUS LTD,214.85,32227.5,15.6,2.18,16.14,104.03037,98.55504587155963,1.35,1.9330855018587358,7.437788018433181,1.17,1.5,1.125,8.0,6.8,12.912,9.0384,9.0384,3.1,602830,Others,large_cap,2025-10-04 05:21:33.267226
NSE:CUPID-EQ,CUPID LIMITED,214.73,32209.5,15.86,2.26,16.06,103.456914,95.01327433628319,1.5,1.9750933997509341,7.137777777777777,1.25,2.5,1.875,12.0,10.2,19.272,13.490399999999998,13.490399999999998,2.23,1958865,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:LTTS-EQ,L&T TECHNOLOGY SER. LTD.,4289.7,32172.75,14.06,2.22,14.4,926.5752,1932.297297297297,1.22,1.9527777777777777,8.135593220338983,0.77,2.5,1.875,12.0,10.2,17.28,12.096,12.096,2.35,51998,Technology,large_cap,2025-10-04 10:06:05.345671
NSE:SIGMA-EQ,SIGMA SOLVE LIMITED,536.05,32163.0,15.83,1.52,14.69,236.23723499999997,352.6644736842105,1.14,2.155207624234173,6.995238095238094,1.1,2.5,1.875,12.0,10.2,17.628,12.339599999999999,12.339599999999999,2.79,1261664,Technology,large_cap,2025-10-04 05:21:33.267226
NSE:KPRMILL-EQ,KPR MILL LTD.,1070.8,32124.0,11.19,2.07,14.15,454.55460000000005,517.2946859903382,1.33,1.5816254416961129,6.431818181818182,1.2,1.5,1.125,8.0,6.8,11.32,7.9239999999999995,7.9239999999999995,2.9,95735,Others,large_cap,2025-10-04 19:06:24.818332
